"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"YJR011C"	80.4169354215824	-3.9816522696273e-06	0.00144263034769657	9.51373669345786e-08	1.55194305267474e-06
"YJR048W"	1022.87481758327	-4.42697823852895e-06	0.00144259203469495	6.00365217239199e-05	0.000500228255783332
"YJR076C"	551.673791713505	-3.36398811492513e-06	0.00144248628703604	6.70681908075593e-07	9.26273710859022e-06
"YJR080C"	313.274442571031	-3.37894242516552e-05	0.00144263107056192	3.48546434550569e-06	4.06266712896354e-05
"YJR085C"	390.355603087671	-8.75356070435869e-06	0.00144259290935666	5.41391710788475e-08	9.29271307238495e-07
"YJR086W"	28.1627689200833	-4.2694804619066e-06	0.00144267260582198	1.49543820737311e-45	1.96620215505417e-43
"YJR087W"	23.1438711528677	-9.94131603820128e-07	0.00144266279954727	4.0789168639575e-36	4.00220887517262e-34
"YJR091C"	1349.42514446177	-1.70641427537056e-05	0.00144254735556827	3.90184886867727e-05	0.000344305429029321
"YJR159W"	14.0061603826243	-4.11298551732883e-06	0.00144268687829417	1.50936355090306e-08	2.81092237496791e-07
"YKL006C-A"	100.997982428717	-3.68936613122924e-06	0.00144265584104811	1.80934482220424e-07	2.82532847058687e-06
"YKL024C"	460.61426966607	-1.20488488102894e-06	0.00144240868757792	3.51807978754082e-08	6.23392359118419e-07
"YKL052C"	114.491709694173	-5.79564592859361e-06	0.00144259234907087	3.45891747758363e-06	4.03888516831879e-05
