"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"YCL027W"	84.9937977223916	1.60931179161504e-06	0.00144267924491288	2.17835799732894e-12	7.01986542864728e-11
"YCL037C"	1645.17062251648	8.37414335898864e-07	0.00144258687288332	0.00010341457779895	0.000791440552328633
"YCL054W-A"	21.7498729464792	1.07062629412991	0.299598092907183	8.61747733133626e-49	1.23154991252619e-46
"YCL064C"	54.2385155974078	3.50752620122392e-06	0.00144267249615804	2.64953757261701e-05	0.000245670803982853
"YCL074W"	28.9343671143629	8.977427952923e-07	0.00144269021857196	7.38543336062551e-29	5.99405418675952e-27
"YCL075W"	13.0451510868757	3.05424810187155e-06	0.00144269375687832	3.0533776711191e-30	2.5734493346073e-28
"YCR018C"	78.0933113377078	4.27252610969579e-06	0.00144268291440332	9.14391182916529e-12	2.72000345542682e-10
"YCR027C"	135.340939366117	1.53709326824923e-06	0.00144257357550145	1.58968370649862e-06	2.00586961353588e-05
"YCR036W"	343.0544053775	2.77999964456057e-07	0.00144255158996501	7.01670310880512e-07	9.65016866888805e-06
"YCR072C"	541.643358118152	1.16335403430545e-05	0.00144264857578626	0.000136921824695553	0.000995712472951953
"YCR089W"	771.332296842933	8.48488583721043e-06	0.00144269208335339	2.08556973822337e-05	0.00019812912513122
"YCR100C"	104.148388082641	1.00844382845683e-06	0.00144266744859967	0.000121329877979009	0.000900790602622731
"YCR102C"	36.1429690815649	2.71220136574495e-06	0.00144266253136721	8.03059611678465e-06	8.55642445247038e-05
"YCR106W"	368.334166387985	1.22694611689384e-05	0.00144237117584867	6.99070188150932e-08	1.1783813889498e-06
"YCR107W"	159.412009184117	9.69046373708629e-06	0.00144260808762742	4.38140217318904e-06	5.00152555124416e-05
"YDL007W"	928.386649219549	1.04299609174297e-06	0.00144245198633985	1.53736701011693e-25	1.18901773229514e-23
"YDL037C"	307.636814125668	5.38433417331681e-06	0.00144269297366593	5.34482851932132e-06	6.01659292568807e-05
"YDL042C"	162.904909935755	9.63302566539999e-06	0.00144257653180565	3.21824996207119e-295	4.2313550501312e-292
"YDL066W"	5771.83871654515	5.01125432802128e-06	0.00144253565275677	3.37939545009368e-06	3.98460098107161e-05
"YDL070W"	891.491868258282	7.81556456198301e-06	0.00144251142734063	9.11206823269196e-06	9.52348752968473e-05
"YDL097C"	980.281370291883	6.01016317107378e-07	0.00144252484229406	5.31382505231531e-13	1.80067453061448e-11
"YDL126C"	10287.5986537978	1.57321966135014e-05	0.00144226824399204	6.56278889978158e-35	6.1633963181663e-33
"YDL132W"	757.243049812715	3.1652584639678e-06	0.00144251779083798	2.05599442431311e-06	2.53110624446337e-05
"YDL147W"	1067.97654195379	4.37369311444439e-06	0.00144252655332212	2.7039806171919e-10	6.58369206571093e-09
"YDL171C"	25399.4424415876	1.61589358324832e-05	0.00144262508259475	1.54292605108651e-06	1.95061458843129e-05
"YDL173W"	338.313803178534	1.08151444782386e-05	0.00144259202761852	1.15059639727732e-06	1.50378145441374e-05
"YDL175C"	119.773087871009	3.19182272041894e-06	0.00144257910240327	6.09291811151174e-05	0.000506382347219699
"YDL198C"	1345.93670422119	1.06843775132763e-05	0.0014426422629416	4.6271301308597e-07	6.61533665465589e-06
"YDL210W"	142.380760158756	1.95520828934611e-06	0.00144268309980184	3.41510333278351e-06	4.00908737673549e-05
"YDL212W"	1595.41393105587	3.80351759053443e-06	0.00144258168157157	6.72755662290743e-05	0.000552146782009906
"YDL227C"	295.257481364889	1.37766005529765e-06	0.00144267474789179	2.47019037209912e-66	5.23839726005794e-64
"YDL231C"	1477.07905769331	1.5963499203912e-05	0.0014426665099922	5.79772429706204e-09	1.18000741575498e-07
"YDL238C"	270.927848150187	5.48747923165596e-06	0.00144262129705165	5.56168258030859e-13	1.87500006579224e-11
"YDR002W"	1305.11994246828	1.32364133007955e-05	0.00144225021850908	1.45898321631056e-09	3.17968759458529e-08
"YDR030C"	44.1109973854645	1.15256370524539e-05	0.0014426672647804	2.31773508792083e-05	0.000217979835021338
"YDR034C-D"	132.97183263488	7.85807455091625e-06	0.00144262080639781	2.77590371938505e-73	6.75881150045827e-71
"YDR042C"	126.507449841581	2.19987937580634e-06	0.00144268160356306	4.91215350311985e-13	1.68190089216197e-11
"YDR075W"	175.056403703705	1.07587179448064e-05	0.00144262196745635	2.02381189335817e-06	2.496161235823e-05
"YDR090C"	344.058548903622	1.02715782673858e-05	0.0014426603666635	6.20389687405184e-07	8.62249853065894e-06
"YDR109C"	248.517825894621	1.05701212694034	0.0965551346901342	1.83695448425151e-42	2.08209289301197e-40
"YDR170W-A"	61.0727841391702	8.63850152686537e-06	0.00144267445151413	2.74541434283577e-16	1.1796309731897e-14
